Configuration,X-linear Velocity,Y-linear Velocity,Speed,Yaw Rate
'0101000000000000,0.01107752369167725,0.18778581544109355,0.18811226438491457,-1.151653777704522
'0101000000000001,0.0004229400192936163,0.14474840277518605,0.144749020712201,-0.7024577581797005
'0101000000000010,-0.24763719306533946,0.3240542709451071,0.40784231058706033,-1.8005863579318393
'0101000000000011,-0.5323656729549535,0.415121456161162,0.675084472893036,-3.222163934750287
'0101000000000100,-0.32095850889947886,0.1319015134508726,0.3470066931479515,-1.6971229901833096
'0101000000000101,-0.19868661578677022,0.08676606129245112,0.21680572106631757,-0.9834617665498588
'0101000000000110,-0.2084870527312274,0.2885112698138667,0.35595741269176784,-1.9436889131763242
'0101000000000111,-0.265436612771324,0.35135657145029225,0.4403499105864253,-2.262100329389812
'0101000000001000,-0.2125267805140696,0.28333078478124474,0.35418069694097576,-1.6652290123678435
'0101000000001001,-0.2034079870062452,0.26714279903595867,0.33576790246026056,-1.8294955638152386
'0101000000001010,-0.20734841195726175,0.36108580396303896,0.4163848307016775,-2.1269703504065802
'0101000000001011,-0.3184423911488169,0.2938002659577137,0.43327145694911884,-2.118244008718481
'0101000000001100,-0.11131772219311728,0.20392254444744107,0.23232744020924825,-1.0756197212249359
'0101000000001101,-0.10776786466588154,0.16294637906530898,0.19535975817625773,-1.110800688744794
'0101000000001110,-0.24270443325865668,0.3509185133607543,0.426672296162246,-1.8247679704355961
'0101000000001111,-0.22998642709428896,0.3442550737080386,0.4140117866812066,-1.9247995254301733
'0101000000010000,-0.032442601078371165,0.11525699151321776,0.11973594473088685,-0.6623675385964874
'0101000000010001,-0.02185696817411637,0.14497475128075657,0.14661311530658458,-0.9038888540149136
'0101000000010010,-0.2758907123560077,0.3224841993999746,0.4243957399675462,-1.9489121248808006
'0101000000010011,-0.3724825262985563,0.19883014511647334,0.42223067726348407,-1.8729368917859313
'0101000000010100,-0.06692000263711002,0.14471855245972706,0.15944198799781611,-0.9172769857467643
'0101000000010101,-0.02814392835592688,0.0919810946959363,0.09619045127617254,-0.7761230372017708
'0101000000010110,-0.2766738445311442,0.331511431816992,0.43179653592922557,-2.0719140473582445
'0101000000010111,-0.2476186177333458,0.3293936340123157,0.4120863334518299,-1.7628573356702675
'0101000000011000,-0.05888657524869655,0.061870705723642956,0.0854143610520944,-0.5060400960263145
'0101000000011001,-0.060219926040266866,0.08164457166037911,0.10145085353939196,-0.7241779008830828
'0101000000011010,-0.28969629087199833,0.34701324124916666,0.4520424122466437,-2.0460194391178663
'0101000000011011,-0.21619167755373428,0.2826626549733091,0.3558609537135942,-1.5302266740801211
'0101000000011100,-0.09734433382797814,0.14390572842037427,0.1737376711572726,-1.1863912400289696
'0101000000011101,-0.09734433382797814,0.14390572842037427,0.1737376711572726,-1.1863912400289696
'0101000000011110,-0.22843504318584895,0.2917111988512809,0.3705104545939894,-1.5972511263515328
'0101000000011111,-0.23728499819717558,0.3713172654013438,0.4406594024925233,-2.241078146794723
'0101000000100000,-0.02102032019087938,0.2030498676202657,0.2041350121753842,-1.2130197496243826
'0101000000100001,-0.02062203675499664,0.19385291696918638,0.19494672214965228,-0.9277300101451093
'0101000000100010,-0.7253710386751869,0.29300657944415004,0.782314624466758,-2.8740370181471095
'0101000000100011,-0.28591290601415836,0.46646514592471505,0.5471160555293011,-1.7262989047634427
'0101000000100100,-0.2415414992688061,0.3166311502762029,0.39824312781237114,-2.0309262692595595
'0101000000100101,-0.13219736919737693,0.3217649292949317,0.3478632118344985,-1.7242977721246775
'0101000000100110,-0.3900459062903518,0.1700730265469728,0.42551224680416944,-1.4298784329413707
'0101000000100111,-0.3765171100972685,0.16662904123021963,0.4117406621693707,-1.5117026119564032
'0101000000101000,-0.18477704794737632,0.23024286768076171,0.2952191323614527,-1.3922475550940208
'0101000000101001,-0.18708867557071593,0.2548363027866313,0.3161387599594712,-1.5880279596410054
'0101000000101010,-0.43524500098597735,0.19463817738215206,0.4767832117212034,-1.7230534687402503
'0101000000101011,-0.36403694864151337,0.2983325553348571,0.4706647407269887,-2.170053863521746
'0101000000101100,-0.17363957146276984,0.14542548322423005,0.2264934258739414,-0.9937377439301721
