Configuration,X-linear Velocity,Y-linear Velocity,Speed,Yaw Rate
'0111000000000000,-0.004060090351779898,0.09655024299668423,0.09663557361091875,-0.6447677407943648
'0111000000000001,-0.023177217210604,0.11428957054941905,0.11661599110725089,-0.8365420522020888
'0111000000000010,-0.42903610478948073,0.021035747963729503,0.4295515017038393,-1.8044908184066581
'0111000000000011,-0.33458276646505486,0.272303130478163,0.4313868815629474,-1.6203340501284056
'0111000000000100,-0.25907230675800225,0.12529456496313468,0.28778120536376683,-1.0672969601221332
'0111000000000101,-0.10947155164234297,0.11951376619043168,0.16207278949973408,-0.9087646673403567
'0111000000000110,-0.3637937389181461,0.33861281592874437,0.49699551152507626,-2.022201110054651
'0111000000000111,-0.3358584244754007,0.3872679553053031,0.5126184929028894,-2.059833155272134
'0111000000001000,-0.29875238657378267,0.22550176273992606,0.37430473503584893,-1.0913148818048408
'0111000000001001,-0.09711107292243341,0.252836743258045,0.27084493779860397,-1.4536791365039767
'0111000000001010,-0.35018228751704084,0.11231064419722075,0.36775172246356186,-1.700929448367446
'0111000000001011,-0.5311043847885708,0.34412522014997476,0.6328691919764612,-2.459143353319221
'0111000000001100,-0.1755542021922368,0.24257273895649223,0.2994342312752343,-1.6003081193854074
'0111000000001101,-0.32749324772452937,0.24713700665651692,0.41027861184144876,-1.946578338429111
'0111000000001110,-0.31544768728051104,0.40774969900128955,0.5155260098872694,-1.892229822623346
'0111000000001111,-0.34990149344962784,0.449806735489515,0.5698746998709397,-2.2888899226736923
'0111000000010000,-0.03943828763996719,0.13874026340420148,0.14423674732481173,-0.9515303607652832
'0111000000010001,-0.032244536281410614,0.08371967671235035,0.08971455215714329,-0.6494634725267391
'0111000000010010,-0.5589341454242227,0.17516209118503348,0.5857420480252794,-2.3702347369942958
'0111000000010011,-0.42112239993412637,0.08629470913957958,0.4298730755458564,-1.602922140743514
'0111000000010100,-0.14343849801746064,0.30742863549011035,0.33924470346262464,-1.873000147134866
'0111000000010101,-0.0940601292789613,0.15606119739046576,0.18221527172833699,-0.8990001610719771
'0111000000010110,-0.4542595068978009,0.5323610256331899,0.6998290581766499,-2.8632595886970043
'0111000000010111,-0.3479381732218203,0.35736267376260716,0.4987676727051273,-2.046821129101836
'0111000000011000,-0.07802291219683741,0.1255504727554584,0.1478191356559862,-0.8742958155001941
