Configuration,X-linear Velocity,Y-linear Velocity,Speed,Yaw Rate
'1110000000000000,-0.017249404214163645,0.16651267050507637,0.16740373778730916,-1.2677601897665867
'1110000000000001,0.020631986981905093,0.10263203404397223,0.10468530615327096,-0.8713782297571441
'1110000000000010,-0.10645287183626176,0.056057911743277164,0.12031086150632428,-0.4505278762506772
'1110000000000011,-0.18271064281960217,0.21317898277467884,0.2807641453620219,-1.2953253524711088
'1110000000000100,-0.09329543348758199,0.10293428322854045,0.1389227083219598,-0.8094524774775353
'1110000000000101,-0.1710110324012028,0.3241081934439346,0.36645722242085726,-1.4946449663929489
'1110000000000110,-0.24958157382887422,0.2388295697140553,0.345442506635757,-2.042675497260313
'1110000000000111,-0.26321933277417187,0.2549033895933119,0.3664152792831113,-2.34585262987855
'1110000000001000,-0.09993069304508105,0.19115690435761917,0.21570142681122093,-0.9787547146131901
'1110000000001001,-0.10696669680434046,0.2879951538298037,0.30721829847497617,-1.9721598259279773
'1110000000001010,-0.20947895930517482,0.3012302002916351,0.36690743846646684,-2.357045364752882
'1110000000001011,-0.26376369585610554,0.5027968525211746,0.5678001204378614,-2.1980341911483796
'1110000000001100,-0.08226109082812519,0.10145815147741584,0.13061640150589854,-0.6402576163130547
'1110000000001101,-0.16925890032942287,0.32932663981203386,0.3702763993976898,-1.4851406654174772
'1110000000001110,-0.30450090631464577,0.3374599780375971,0.4545887611825916,-2.7668837343806127
'1110000000001111,-0.25606450029128935,0.4296383904566314,0.5002573265302049,-2.665960533931179
'1110000000010000,0.03179548483659093,0.12327849442002015,0.12731276508258943,-0.8370248163976008
'1110000000010001,-0.059665551944551073,0.2551864906984424,0.2620689281928489,-1.5767501086202396
'1110000000010010,-0.2947151525608361,0.20965643768959386,0.3616805817160873,-1.724443240033244
'1110000000010011,-0.40507654554654904,0.13229158630556667,0.4261315756874617,-2.1025662838842982
'1110000000010100,-0.17601051726037853,0.3832100527765608,0.4216985263868011,-2.3922878979160016
'1110000000010101,-0.13017874502377652,0.23564110235373262,0.26920853399392486,-1.7375790466383114
'1110000000010110,-0.25561701425985695,0.3102286595280252,0.40199098171563163,-2.3536310424057003
'1110000000010111,-0.3207284917528825,0.5387743110787807,0.6271031454119165,-2.7941227711279915
'1110000000011000,-0.1050171197060913,0.2146698266626511,0.23898060586005254,-1.4763120228420323
'1110000000011001,-0.08586395095465467,0.16546056610045104,0.18641303188317568,-1.7148922100920436
'1110000000011010,-0.28413984489660027,0.5028944891842643,0.5776144140918518,-3.396522156290263
'1110000000011011,-0.24637854400909306,0.4441421057082404,0.5079028683086376,-2.5669171127764576
'1110000000011100,-0.14905813835988332,0.21262233122771987,0.25966684345176183,-1.3718785087548588
'1110000000011101,-0.14880956102908396,0.24738501656026476,0.2886929721237172,-1.587698525722339
'1110000000011110,-0.23629360013690964,0.37695330512452785,0.44489151632231105,-2.3833082003150188
'1110000000011111,-0.2397863547656671,0.3066905025455937,0.3893040022988262,-2.3555116078011507
'1110000000100000,0.006369231452890379,0.029774771207929505,0.030448384438695707,-0.3009833356901166
'1110000000100001,0.0007636795192780467,0.1215239597157733,0.12152673450427934,-0.8148750495986167
'1110000000100010,-0.29321139500113325,0.03129443491717252,0.2948767485918063,-1.08690015778729
'1110000000100011,-0.38480435846661215,-0.09696409452174039,0.3968381334442508,-0.8483850965987412
'1110000000100100,-0.089242749956578,0.21333751082344907,0.2312512961024798,-1.2684134755164833
'1110000000100101,-0.1822527624533221,0.237893244951488,0.2996819405254343,-1.3134079851772018
'1110000000100110,-0.25915214865814984,0.18538047201762223,0.3186375115961296,-1.5517873512073697
'1110000000100111,-0.30956136224536734,0.05459804113652808,0.31507254330573464,-1.4401645460550485
'1110000000101000,-0.08558382481409593,0.3236960867235737,0.3348189774062937,-1.7578778980697303
'1110000000101001,-0.08874801759704017,0.1900311558179613,0.20973328550189135,-1.022731016499911
'1110000000101010,-0.42241677374255704,0.10327271749208192,0.43485785951170924,-1.341670781679006
'1110000000101011,-0.2921375888577436,0.34551444518570346,0.4524650511276078,-2.5521839647461104
'1110000000101100,-0.22228645639924463,0.40572729851828904,0.4626293453678496,-2.196068560852136
